userID,days,place 1,place 2,place 3,place 4,place 5,place 6,place 7,place 8,place 9,place 10,gender,children,with,season,budget
902,6,Mohamaya Lake,Abhay Mitra Ghat,Guliakhali Sea Beach,Bhatiari,Chandranath Hill and Temple,Chittagong Circuit House,Naval Beach,,,,Female,Yes,Couple,Autumn,5066.4
903,2,Bhatiari,Abhay Mitra Ghat,Chandranath Hill and Temple,Mohamaya Lake,Naval Beach,Patenga Sea Beach,Karnaphuli River,Guliakhali Sea Beach,Khoiyachora Waterfall,Napittachora Waterfalls,Female,No,Solo,Summer,18281.0
904,10,Bashbaria Sea Beach,Khoiyachora Waterfall,Karnaphuli River,Mohamaya Lake,Guliakhali Sea Beach,Foy's Lake,Abhay Mitra Ghat,Chandranath Hill and Temple,Chittagong Circuit House,,Male,No,Friends,Winter,7809.0
905,4,Naval Beach,Mohamaya Lake,,,,,,,,,Female,Yes,Solo,Monsoon,18565.0
906,9,Mohamaya Lake,Karnaphuli River,Napittachora Waterfalls,Chittagong Circuit House,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,,Male,Yes,Couple,Autumn,19410.0
907,9,Naval Beach,Karnaphuli River,Mohamaya Lake,Khoiyachora Waterfall,,,,,,,Male,Yes,Solo,Monsoon,5462.0
908,4,Patenga Sea Beach,Chittagong Circuit House,Napittachora Waterfalls,Foy's Lake,Karnaphuli River,Chandranath Hill and Temple,Mohamaya Lake,Bashbaria Sea Beach,Khoiyachora Waterfall,,Male,Yes,Solo,Autumn,18276.0
909,8,Bhatiari,Karnaphuli River,Patenga Sea Beach,Chittagong Circuit House,Khoiyachora Waterfall,Napittachora Waterfalls,,,,,Male,No,Friends,Monsoon,18451.0
910,6,Abhay Mitra Ghat,Mohamaya Lake,Karnaphuli River,Patenga Sea Beach,Chittagong Circuit House,Bhatiari,Bashbaria Sea Beach,Chandranath Hill and Temple,Naval Beach,Guliakhali Sea Beach,Female,Yes,Solo,Winter,17435.0
911,7,Chandranath Hill and Temple,Khoiyachora Waterfall,Guliakhali Sea Beach,Foy's Lake,,,,,,,Male,Yes,Friends,Monsoon,11129.0
912,8,Foy's Lake,Khoiyachora Waterfall,Karnaphuli River,Chittagong Circuit House,Mohamaya Lake,Naval Beach,Chandranath Hill and Temple,Napittachora Waterfalls,,,Male,Yes,Friends,Winter,14551.0
913,8,Karnaphuli River,Naval Beach,Khoiyachora Waterfall,Chittagong Circuit House,Napittachora Waterfalls,Guliakhali Sea Beach,Foy's Lake,Abhay Mitra Ghat,,,Male,Yes,Couple,Winter,19016.399999999998
914,6,Mohamaya Lake,Foy's Lake,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,,,,Female,No,Friends,Monsoon,15796.0
915,3,Abhay Mitra Ghat,Chittagong Circuit House,,,,,,,,,Male,Yes,Solo,Summer,12764.0
916,7,Guliakhali Sea Beach,Khoiyachora Waterfall,Foy's Lake,Patenga Sea Beach,,,,,,,Female,Yes,Solo,Winter,8993.0
917,3,Karnaphuli River,Bashbaria Sea Beach,Guliakhali Sea Beach,Khoiyachora Waterfall,Chittagong Circuit House,Patenga Sea Beach,Bhatiari,Chandranath Hill and Temple,,,Male,No,Family,Monsoon,5832.0
918,10,Khoiyachora Waterfall,Mohamaya Lake,Chandranath Hill and Temple,Bhatiari,Naval Beach,Chittagong Circuit House,Bashbaria Sea Beach,Abhay Mitra Ghat,Napittachora Waterfalls,,Male,No,Solo,Winter,14565.0
919,9,Patenga Sea Beach,Guliakhali Sea Beach,Foy's Lake,Karnaphuli River,Abhay Mitra Ghat,Naval Beach,Bashbaria Sea Beach,,,,Female,No,Family,Autumn,7722.0
920,3,Patenga Sea Beach,Abhay Mitra Ghat,Chittagong Circuit House,Naval Beach,Bashbaria Sea Beach,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,Female,No,Friends,Summer,6262.0
921,1,Chandranath Hill and Temple,Napittachora Waterfalls,Mohamaya Lake,Karnaphuli River,Abhay Mitra Ghat,Bashbaria Sea Beach,Chittagong Circuit House,Patenga Sea Beach,Khoiyachora Waterfall,Guliakhali Sea Beach,Male,Yes,Solo,Summer,8468.0
922,4,Khoiyachora Waterfall,Foy's Lake,Napittachora Waterfalls,Patenga Sea Beach,Naval Beach,,,,,,Female,No,Friends,Summer,4084.0
923,3,Guliakhali Sea Beach,,,,,,,,,,Female,No,Family,Summer,6933.0
924,10,Bashbaria Sea Beach,Abhay Mitra Ghat,Patenga Sea Beach,Guliakhali Sea Beach,Foy's Lake,Mohamaya Lake,,,,,Female,Yes,Solo,Summer,12463.0
925,6,Naval Beach,Mohamaya Lake,Karnaphuli River,Bashbaria Sea Beach,Bhatiari,Napittachora Waterfalls,Guliakhali Sea Beach,Patenga Sea Beach,Chittagong Circuit House,Chandranath Hill and Temple,Male,No,Solo,Monsoon,8537.0
926,8,Bashbaria Sea Beach,Abhay Mitra Ghat,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,,,,Male,Yes,Couple,Winter,5382.0
927,4,Napittachora Waterfalls,Guliakhali Sea Beach,Karnaphuli River,Bashbaria Sea Beach,Foy's Lake,Naval Beach,Patenga Sea Beach,,,,Female,No,Friends,Autumn,9702.0
928,1,Karnaphuli River,Napittachora Waterfalls,Mohamaya Lake,Bashbaria Sea Beach,Khoiyachora Waterfall,Bhatiari,Abhay Mitra Ghat,Patenga Sea Beach,,,Female,Yes,Friends,Summer,9271.0
929,5,Napittachora Waterfalls,Abhay Mitra Ghat,Naval Beach,,,,,,,,Male,Yes,Couple,Monsoon,4261.2
930,3,Foy's Lake,Patenga Sea Beach,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,,,,Female,No,Solo,Summer,19762.0
931,1,Mohamaya Lake,Bhatiari,Naval Beach,,,,,,,,Female,Yes,Friends,Autumn,12219.0
932,6,Guliakhali Sea Beach,,,,,,,,,,Male,No,Friends,Autumn,8176.0
933,8,Abhay Mitra Ghat,Napittachora Waterfalls,Naval Beach,,,,,,,,Male,Yes,Couple,Winter,7456.799999999999
934,5,Khoiyachora Waterfall,Naval Beach,Foy's Lake,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,,,Female,No,Couple,Autumn,4734.0
935,9,Karnaphuli River,Naval Beach,Mohamaya Lake,Chittagong Circuit House,Foy's Lake,,,,,,Female,No,Friends,Monsoon,3566.0
936,5,Chittagong Circuit House,,,,,,,,,,Male,Yes,Couple,Monsoon,7566.0
937,10,Patenga Sea Beach,Naval Beach,,,,,,,,,Male,No,Family,Monsoon,16594.5
938,7,Foy's Lake,Mohamaya Lake,Patenga Sea Beach,Chittagong Circuit House,Karnaphuli River,Khoiyachora Waterfall,,,,,Male,Yes,Couple,Winter,9892.8
939,7,Naval Beach,Mohamaya Lake,Chandranath Hill and Temple,,,,,,,,Male,Yes,Family,Monsoon,18937.5
940,9,Chittagong Circuit House,Bashbaria Sea Beach,Naval Beach,Karnaphuli River,Patenga Sea Beach,Chandranath Hill and Temple,,,,,Female,Yes,Friends,Monsoon,8182.0
941,1,Abhay Mitra Ghat,Naval Beach,Chittagong Circuit House,Guliakhali Sea Beach,Chandranath Hill and Temple,Napittachora Waterfalls,Bhatiari,,,,Male,Yes,Friends,Autumn,3768.0
942,6,Chittagong Circuit House,Khoiyachora Waterfall,Bhatiari,Mohamaya Lake,Chandranath Hill and Temple,Foy's Lake,Karnaphuli River,Bashbaria Sea Beach,Naval Beach,,Female,No,Couple,Summer,20000.0
943,10,Chandranath Hill and Temple,Chittagong Circuit House,Guliakhali Sea Beach,Foy's Lake,Naval Beach,Abhay Mitra Ghat,Bashbaria Sea Beach,Napittachora Waterfalls,Khoiyachora Waterfall,Patenga Sea Beach,Female,No,Solo,Winter,9691.0
944,5,Karnaphuli River,Khoiyachora Waterfall,,,,,,,,,Male,No,Friends,Summer,5858.0
945,2,Bashbaria Sea Beach,Patenga Sea Beach,Chittagong Circuit House,Foy's Lake,Napittachora Waterfalls,Karnaphuli River,,,,,Male,Yes,Friends,Summer,5207.0
946,8,Chittagong Circuit House,Mohamaya Lake,Foy's Lake,Guliakhali Sea Beach,Chandranath Hill and Temple,Napittachora Waterfalls,Khoiyachora Waterfall,,,,Male,No,Friends,Summer,17025.0
947,2,Naval Beach,Khoiyachora Waterfall,Bashbaria Sea Beach,Chandranath Hill and Temple,Chittagong Circuit House,Mohamaya Lake,Napittachora Waterfalls,,,,Female,Yes,Solo,Winter,10640.0
948,7,Khoiyachora Waterfall,Patenga Sea Beach,Napittachora Waterfalls,,,,,,,,Male,Yes,Solo,Winter,19199.0
949,7,Chandranath Hill and Temple,Patenga Sea Beach,Abhay Mitra Ghat,Guliakhali Sea Beach,Bashbaria Sea Beach,Naval Beach,Karnaphuli River,Chittagong Circuit House,Napittachora Waterfalls,Foy's Lake,Female,No,Family,Monsoon,17856.0
950,10,Naval Beach,Chandranath Hill and Temple,Patenga Sea Beach,Guliakhali Sea Beach,Mohamaya Lake,Bhatiari,Khoiyachora Waterfall,Karnaphuli River,Bashbaria Sea Beach,,Female,Yes,Family,Summer,18580.5
951,1,Guliakhali Sea Beach,Abhay Mitra Ghat,Naval Beach,Bhatiari,,,,,,,Male,No,Friends,Autumn,16596.0
952,8,Khoiyachora Waterfall,Bashbaria Sea Beach,Abhay Mitra Ghat,Guliakhali Sea Beach,Chandranath Hill and Temple,Patenga Sea Beach,Bhatiari,Foy's Lake,Napittachora Waterfalls,,Male,Yes,Friends,Winter,18859.0
953,2,Mohamaya Lake,Foy's Lake,Karnaphuli River,Chandranath Hill and Temple,Khoiyachora Waterfall,Napittachora Waterfalls,Bhatiari,Abhay Mitra Ghat,Patenga Sea Beach,Naval Beach,Male,No,Friends,Summer,10212.0
954,4,Bashbaria Sea Beach,Foy's Lake,Chittagong Circuit House,Mohamaya Lake,,,,,,,Female,No,Friends,Autumn,17115.0
955,2,Patenga Sea Beach,Mohamaya Lake,Bashbaria Sea Beach,,,,,,,,Female,Yes,Family,Winter,12852.0
956,3,Bhatiari,Naval Beach,Abhay Mitra Ghat,Foy's Lake,Patenga Sea Beach,Guliakhali Sea Beach,Chittagong Circuit House,Chandranath Hill and Temple,Khoiyachora Waterfall,,Male,Yes,Friends,Autumn,5708.0
957,8,Chandranath Hill and Temple,Guliakhali Sea Beach,,,,,,,,,Female,No,Friends,Summer,15906.0
958,9,Bashbaria Sea Beach,Napittachora Waterfalls,Guliakhali Sea Beach,Patenga Sea Beach,Khoiyachora Waterfall,,,,,,Male,Yes,Couple,Winter,9979.199999999999
959,6,Bashbaria Sea Beach,Abhay Mitra Ghat,Bhatiari,Chittagong Circuit House,Khoiyachora Waterfall,Guliakhali Sea Beach,Foy's Lake,Patenga Sea Beach,Karnaphuli River,,Male,No,Friends,Winter,19530.0
960,6,Patenga Sea Beach,Bashbaria Sea Beach,Guliakhali Sea Beach,Mohamaya Lake,Karnaphuli River,Bhatiari,Napittachora Waterfalls,Naval Beach,Abhay Mitra Ghat,Chandranath Hill and Temple,Male,Yes,Family,Monsoon,20000.0
961,10,Chittagong Circuit House,Chandranath Hill and Temple,Patenga Sea Beach,Naval Beach,Foy's Lake,Bhatiari,Napittachora Waterfalls,Khoiyachora Waterfall,Mohamaya Lake,Abhay Mitra Ghat,Male,Yes,Family,Winter,20000.0
962,6,Napittachora Waterfalls,Abhay Mitra Ghat,,,,,,,,,Male,No,Solo,Monsoon,5738.0
963,6,Abhay Mitra Ghat,Mohamaya Lake,Chittagong Circuit House,Khoiyachora Waterfall,Naval Beach,,,,,,Female,No,Friends,Winter,3067.0
964,4,Abhay Mitra Ghat,Guliakhali Sea Beach,Bhatiari,Naval Beach,Chittagong Circuit House,Napittachora Waterfalls,,,,,Male,Yes,Solo,Autumn,12454.0
965,1,Napittachora Waterfalls,Patenga Sea Beach,Khoiyachora Waterfall,Chandranath Hill and Temple,Abhay Mitra Ghat,Guliakhali Sea Beach,Naval Beach,,,,Female,No,Solo,Monsoon,8584.0
966,9,Patenga Sea Beach,Guliakhali Sea Beach,Chittagong Circuit House,Foy's Lake,Chandranath Hill and Temple,Napittachora Waterfalls,,,,,Male,Yes,Family,Monsoon,11116.5
967,9,Napittachora Waterfalls,,,,,,,,,,Female,Yes,Family,Summer,19923.0
968,9,Patenga Sea Beach,,,,,,,,,,Male,Yes,Solo,Monsoon,3844.0
969,5,Chittagong Circuit House,Guliakhali Sea Beach,Bashbaria Sea Beach,Naval Beach,,,,,,,Female,Yes,Solo,Monsoon,8183.0
970,7,Bashbaria Sea Beach,Bhatiari,Guliakhali Sea Beach,Foy's Lake,Abhay Mitra Ghat,Patenga Sea Beach,Chandranath Hill and Temple,Karnaphuli River,Naval Beach,,Female,Yes,Couple,Winter,20000.0
971,8,Bhatiari,Napittachora Waterfalls,Guliakhali Sea Beach,Chandranath Hill and Temple,Mohamaya Lake,Khoiyachora Waterfall,,,,,Male,Yes,Couple,Summer,10119.6
972,10,Karnaphuli River,Chandranath Hill and Temple,Khoiyachora Waterfall,Bhatiari,Bashbaria Sea Beach,Foy's Lake,Mohamaya Lake,Guliakhali Sea Beach,,,Male,Yes,Couple,Monsoon,5349.599999999999
973,3,Bashbaria Sea Beach,Khoiyachora Waterfall,,,,,,,,,Female,Yes,Solo,Monsoon,13820.0
974,1,Napittachora Waterfalls,Naval Beach,Bashbaria Sea Beach,Khoiyachora Waterfall,,,,,,,Female,No,Friends,Monsoon,4673.0
975,7,Patenga Sea Beach,Napittachora Waterfalls,Chandranath Hill and Temple,Mohamaya Lake,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,,Male,Yes,Family,Monsoon,8889.0
976,2,Patenga Sea Beach,Guliakhali Sea Beach,,,,,,,,,Male,Yes,Solo,Monsoon,4992.0
977,10,Bhatiari,Bashbaria Sea Beach,Chittagong Circuit House,Mohamaya Lake,Napittachora Waterfalls,Karnaphuli River,Khoiyachora Waterfall,Chandranath Hill and Temple,,,Male,Yes,Couple,Summer,20000.0
978,8,Naval Beach,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,,,,,Female,Yes,Friends,Monsoon,11423.0
979,1,Patenga Sea Beach,Guliakhali Sea Beach,,,,,,,,,Male,Yes,Solo,Winter,12610.0
980,3,Abhay Mitra Ghat,Napittachora Waterfalls,Guliakhali Sea Beach,Mohamaya Lake,Bashbaria Sea Beach,Foy's Lake,,,,,Male,Yes,Solo,Summer,3104.0
981,2,Bashbaria Sea Beach,Napittachora Waterfalls,Abhay Mitra Ghat,Bhatiari,Khoiyachora Waterfall,Mohamaya Lake,,,,,Male,No,Solo,Summer,4369.0
982,5,Mohamaya Lake,Foy's Lake,Khoiyachora Waterfall,Chittagong Circuit House,Bhatiari,Bashbaria Sea Beach,,,,,Male,Yes,Family,Winter,8842.5
983,9,Naval Beach,Napittachora Waterfalls,,,,,,,,,Male,No,Friends,Monsoon,3983.0
984,7,Abhay Mitra Ghat,Mohamaya Lake,Guliakhali Sea Beach,Bashbaria Sea Beach,Karnaphuli River,Foy's Lake,Patenga Sea Beach,Naval Beach,,,Female,Yes,Family,Summer,19503.0
985,9,Khoiyachora Waterfall,Bhatiari,Naval Beach,Guliakhali Sea Beach,Chandranath Hill and Temple,Patenga Sea Beach,Karnaphuli River,,,,Male,Yes,Friends,Autumn,6577.0
986,7,Foy's Lake,Bhatiari,Abhay Mitra Ghat,Karnaphuli River,Patenga Sea Beach,Guliakhali Sea Beach,Khoiyachora Waterfall,Naval Beach,,,Male,Yes,Family,Monsoon,20000.0
987,6,Abhay Mitra Ghat,Naval Beach,Guliakhali Sea Beach,,,,,,,,Female,Yes,Friends,Summer,19878.0
988,7,Napittachora Waterfalls,Naval Beach,,,,,,,,,Female,No,Friends,Summer,18899.0
989,3,Mohamaya Lake,Napittachora Waterfalls,Chandranath Hill and Temple,Abhay Mitra Ghat,,,,,,,Male,Yes,Solo,Autumn,14407.0
990,3,Chandranath Hill and Temple,Patenga Sea Beach,Naval Beach,,,,,,,,Female,Yes,Solo,Winter,7897.0
991,9,Mohamaya Lake,Naval Beach,Karnaphuli River,Abhay Mitra Ghat,Chittagong Circuit House,Guliakhali Sea Beach,,,,,Female,Yes,Couple,Autumn,18193.2
992,1,Bhatiari,Bashbaria Sea Beach,Foy's Lake,Mohamaya Lake,Naval Beach,Patenga Sea Beach,Abhay Mitra Ghat,Karnaphuli River,Guliakhali Sea Beach,,Female,Yes,Couple,Monsoon,4306.8
993,3,Chittagong Circuit House,Guliakhali Sea Beach,,,,,,,,,Female,Yes,Friends,Winter,18062.0
994,6,Chittagong Circuit House,Bashbaria Sea Beach,,,,,,,,,Female,No,Couple,Winter,19130.399999999998
995,8,Bashbaria Sea Beach,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,,,,,Male,Yes,Family,Summer,11260.5
996,1,Chittagong Circuit House,Foy's Lake,Mohamaya Lake,Bashbaria Sea Beach,Patenga Sea Beach,Napittachora Waterfalls,Bhatiari,,,,Male,Yes,Solo,Summer,8831.0
997,10,Guliakhali Sea Beach,Patenga Sea Beach,Napittachora Waterfalls,Foy's Lake,Mohamaya Lake,Karnaphuli River,Abhay Mitra Ghat,Chittagong Circuit House,Khoiyachora Waterfall,Naval Beach,Female,No,Solo,Summer,17748.0
998,6,Chittagong Circuit House,Napittachora Waterfalls,Abhay Mitra Ghat,Chandranath Hill and Temple,Karnaphuli River,Guliakhali Sea Beach,Foy's Lake,Bhatiari,Bashbaria Sea Beach,,Female,Yes,Couple,Summer,3906.0
999,2,Abhay Mitra Ghat,Guliakhali Sea Beach,Karnaphuli River,Mohamaya Lake,Khoiyachora Waterfall,Bhatiari,Napittachora Waterfalls,Bashbaria Sea Beach,,,Female,No,Couple,Summer,7191.599999999999
1000,5,Khoiyachora Waterfall,Abhay Mitra Ghat,Mohamaya Lake,Patenga Sea Beach,Naval Beach,,,,,,Female,No,Couple,Autumn,4930.8
